match_id,inning,over,team1,team2,batting_team,winner,total_runs,player_dismissed,innings_wickets,innings_score,aim,remaining_runs,run_rate,required_run_rate,rr_diff,is_batting_team,target
4,1,11,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,8,0,3,71,-1.0,-1.0,6.454545454545454,-1.0,-1.0,1,0
4,1,12,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,4,1,4,75,-1.0,-1.0,6.25,-1.0,-1.0,1,0
4,1,13,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,9,0,4,84,-1.0,-1.0,6.461538461538462,-1.0,-1.0,1,0
4,1,14,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,14,0,4,98,-1.0,-1.0,7.0,-1.0,-1.0,1,0
4,1,15,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,10,0,4,108,-1.0,-1.0,7.2,-1.0,-1.0,1,0
4,1,16,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,15,0,4,123,-1.0,-1.0,7.6875,-1.0,-1.0,1,0
4,1,17,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,5,0,4,128,-1.0,-1.0,7.529411764705882,-1.0,-1.0,1,0
4,1,18,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,5,1,5,133,-1.0,-1.0,7.388888888888889,-1.0,-1.0,1,0
4,1,19,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,14,0,5,147,-1.0,-1.0,7.7368421052631575,-1.0,-1.0,1,0
4,1,20,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,16,1,6,163,-1.0,-1.0,8.15,-1.0,-1.0,1,0
4,2,1,Rising Pune Supergiant,Kings XI Punjab,Kings XI Punjab,Kings XI Punjab,6,0,0,6,163.0,157.0,6.0,8.263157894736842,-2.2631578947368425,0,0
4,2,2,Rising Pune Supergiant,Kings XI Punjab,Kings XI Punjab,Kings XI Punjab,13,0,0,19,163.0,144.0,9.5,8.0,1.5,0,0
4,2,3,Rising Pune Supergiant,Kings XI Punjab,Kings XI Punjab,Kings XI Punjab,8,1,1,27,163.0,136.0,9.0,8.0,1.0,0,0
